type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
impedance,[2008.       4.      26.       5.      25.      46.234],24,B0005,142,5263,05263.csv,,0.04764092098948851,0.07165247326552959
discharge,[2008.      4.     26.      5.     57.     35.14],24,B0005,143,5264,05264.csv,1.7418496047960008,,
impedance,[2008.       4.      26.       6.      53.      34.171],24,B0005,144,5265,05265.csv,,0.04764024061757782,0.06898277923910441
charge,[2008.       4.      26.       7.      25.      23.031],24,B0005,145,5266,05266.csv,,,
impedance,[2008.       4.      26.      10.      26.      36.718],24,B0005,146,5267,05267.csv,,0.04842436953177311,0.07249983749010006
discharge,[2008.       4.      26.      10.      58.      25.843],24,B0005,147,5268,05268.csv,1.7360913511847138,,
charge,[2008.       4.      28.      17.      20.      47.859],24,B0005,148,5269,05269.csv,,,
discharge,[2008.       4.      29.      12.      15.      56.953],24,B0005,149,5270,05270.csv,1.7936240148573608,,
impedance,[2008.       4.      29.      13.      12.      54.375],24,B0005,150,5271,05271.csv,,0.04893386185534073,0.06795990180113623
charge,[2008.       4.      29.      13.      44.      46.546],24,B0005,151,5272,05272.csv,,,
impedance,[2008.       4.      29.      16.      33.      38.281],24,B0005,152,5273,05273.csv,,0.04943074564871873,0.0701407541984291
discharge,[2008.       4.      29.      17.       5.      27.781],24,B0005,153,5274,05274.csv,1.7831890223273275,,
impedance,[2.0080e+03 4.0000e+00 2.9000e+01 1.8000e+01 2.0000e+00 2.1296e+01],24,B0005,154,5275,05275.csv,,0.049323007176718225,0.06895642914528509
charge,[2008.       4.      29.      18.      34.      10.656],24,B0005,155,5276,05276.csv,,,
impedance,[2008.      4.     29.     21.     28.     15.14],24,B0005,156,5277,05277.csv,,0.04974822543014387,0.07112993844977841
discharge,[2008.      4.     29.     22.      0.      4.75],24,B0005,157,5278,05278.csv,1.7673642076278957,,
impedance,[2008.       4.      29.      22.      56.      30.656],24,B0005,158,5279,05279.csv,,0.04912202877042455,0.06890956847456893
charge,[2008.       4.      29.      23.      28.      20.218],24,B0005,159,5280,05280.csv,,,
impedance,[2.008e+03 4.000e+00 3.000e+01 2.000e+00 1.200e+01 5.609e+00],24,B0005,160,5281,05281.csv,,0.04988486594475391,0.07198302765125617
discharge,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],24,B0005,161,5282,05282.csv,1.7570177850353066,,
impedance,[2008.      4.     30.      3.     40.      3.39],24,B0005,162,5283,05283.csv,,0.047859449246718755,0.06977255608528674
charge,[2008.       4.      30.       4.      11.      53.078],24,B0005,163,5284,05284.csv,,,
impedance,[2008.       4.      30.       7.       9.      52.656],24,B0005,164,5285,05285.csv,,0.04921638093217895,0.07146374397937286
discharge,[2008.       4.      30.       7.      41.      42.578],24,B0005,165,5286,05286.csv,1.7468706179837907,,
impedance,[2008.       4.      30.       8.      37.      42.406],24,B0005,166,5287,05287.csv,,0.04887229013423192,0.06876809153866811
charge,[2008.       4.      30.       9.       9.      32.281],24,B0005,167,5288,05288.csv,,,
impedance,[2008.       4.      30.      11.      56.      59.203],24,B0005,168,5289,05289.csv,,0.04994593893656341,0.07088704261645878
discharge,[2008.       4.      30.      12.      28.      49.265],24,B0005,169,5290,05290.csv,1.7417172507457144,,
impedance,[2008.       4.      30.      13.      24.      39.734],24,B0005,170,5291,05291.csv,,0.048296439195350184,0.0673151471016695
charge,[2008.       4.      30.      13.      56.      29.843],24,B0005,171,5292,05292.csv,,,
impedance,[2008.       4.      30.      16.      48.      25.875],24,B0005,172,5293,05293.csv,,0.048969605147940264,0.07178168505217358
discharge,[2008.      4.     30.     17.     20.     16.14],24,B0005,173,5294,05294.csv,1.7364225056478186,,
impedance,[2008.      4.     30.     18.     16.      7.25],24,B0005,174,5295,05295.csv,,0.04814709226602492,0.0684158918231915
charge,[2008.      4.     30.     18.     47.     57.39],24,B0005,175,5296,05296.csv,,,
impedance,[2008.       4.      30.      21.      43.       3.656],24,B0005,176,5297,05297.csv,,0.05022937602514056,0.0718319241428618
discharge,[2008.       4.      30.      22.      14.      54.062],24,B0005,177,5298,05298.csv,1.7263217239235826,,
impedance,[2008.       4.      30.      23.      10.      36.859],24,B0005,178,5299,05299.csv,,0.04845430020206581,0.06777935051052719
charge,[2008.      4.     30.     23.     42.     27.25],24,B0005,179,5300,05300.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.0000e+00 4.3000e+01 4.2562e+01],24,B0005,180,5301,05301.csv,,0.04971526662508074,0.07139027154395669
discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,B0005,181,5302,05302.csv,1.7158065389330133,,
impedance,[2.008e+03 5.000e+00 1.000e+00 4.000e+00 1.100e+01 7.078e+00],24,B0005,182,5303,05303.csv,,0.04868025293328389,0.06583444846364324
charge,[2.0080e+03 5.0000e+00 1.0000e+00 4.0000e+00 4.2000e+01 5.7703e+01],24,B0005,183,5304,05304.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 7.0000e+00 4.4000e+01 1.2656e+01],24,B0005,184,5305,05305.csv,,0.04913216601843565,0.0724518691988788
discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,B0005,185,5306,05306.csv,1.710533351135192,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 1.1000e+01 2.7593e+01],24,B0005,186,5307,05307.csv,,0.049918728983506716,0.06876463309502395
charge,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 4.3000e+01 1.8359e+01],24,B0005,187,5308,05308.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.2000e+01 4.2000e+01 3.4015e+01],24,B0005,188,5309,05309.csv,,0.04920968322529824,0.07304025099509703
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],24,B0005,189,5310,05310.csv,1.706014499648521,,
impedance,[2.008e+03 5.000e+00 1.000e+00 1.400e+01 9.000e+00 5.064e+01],24,B0005,190,5311,05311.csv,,0.04943664953959982,0.06892300885560772
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.4000e+01 4.1000e+01 4.1578e+01],24,B0005,191,5312,05312.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.7000e+01 3.9000e+01 2.0015e+01],24,B0005,192,5313,05313.csv,,0.04950631616559385,0.07251082944035009
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],24,B0005,193,5314,05314.csv,1.7003110272642588,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 6.0000e+00 2.6859e+01],24,B0005,194,5315,05315.csv,,0.04940333988784369,0.06864846238725138
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 3.8000e+01 1.7968e+01],24,B0005,195,5316,05316.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.2000e+01 3.8000e+01 2.4062e+01],24,B0005,196,5317,05317.csv,,0.04865176277959679,0.07201762091170956
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],24,B0005,197,5318,05318.csv,1.6945798601797895,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 5.0000e+00 3.1015e+01],24,B0005,198,5319,05319.csv,,0.04915501980244644,0.06913086863703587
charge,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 3.7000e+01 2.2234e+01],24,B0005,199,5320,05320.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 2.1000e+01 4.3218e+01],24,B0005,200,5321,05321.csv,,0.04916575568371288,0.07316993618002728
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],24,B0005,201,5322,05322.csv,1.6849029086609286,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 4.0000e+00 4.8000e+01 3.3343e+01],24,B0005,202,5323,05323.csv,,0.04870161283727027,0.06859455507457586
charge,[2.0080e+03 5.0000e+00 2.0000e+00 5.0000e+00 2.0000e+01 2.4687e+01],24,B0005,203,5324,05324.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 1.2000e+01 4.9328e+01],24,B0005,204,5325,05325.csv,,0.04923427342088277,0.07277120733743579
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],24,B0005,205,5326,05326.csv,1.6744741591159717,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 9.0000e+00 3.9000e+01 4.0343e+01],24,B0005,206,5327,05327.csv,,0.04885677345766941,0.06871570767989431
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.0000e+01 1.1000e+01 3.1921e+01],24,B0005,207,5328,05328.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.3000e+01 1.1000e+01 1.3468e+01],24,B0005,208,5329,05329.csv,,0.0505475864921389,0.07270866794574943
discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,B0005,209,5330,05330.csv,1.6745692479879102,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.4000e+01 3.7000e+01 5.5109e+01],24,B0005,210,5331,05331.csv,,0.0506497585783765,0.06853536104799454
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.5000e+01 9.0000e+00 4.6812e+01],24,B0005,211,5332,05332.csv,,,
impedance,[2.008e+03 5.000e+00 2.000e+00 1.800e+01 1.100e+01 3.593e+00],24,B0005,212,5333,05333.csv,,0.050118814742107526,0.07301041089661342
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],24,B0005,213,5334,05334.csv,1.663716375981405,,
charge,[2.0080e+03 5.0000e+00 2.0000e+00 2.0000e+01 2.8000e+01 2.5781e+01],24,B0005,214,5335,05335.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],24,B0005,215,5336,05336.csv,1.659013868748246,,
impedance,[2008.       5.       3.       0.      18.      59.734],24,B0005,216,5337,05337.csv,,0.04913242687695094,0.0693303248319639
charge,[2008.       5.       3.       0.      50.      52.187],24,B0005,217,5338,05338.csv,,,
impedance,[2008.       5.       3.       3.      41.      16.453],24,B0005,218,5339,05339.csv,,0.049792567319026114,0.07343650361620202
discharge,[2008.       5.       3.       4.      13.       8.609],24,B0005,219,5340,05340.csv,1.6538540573335014,,
impedance,[2008.       5.       3.       5.       7.      41.812],24,B0005,220,5341,05341.csv,,0.049633135916243465,0.06881429671018138
charge,[2008.       5.       3.       5.      39.      33.921],24,B0005,221,5342,05342.csv,,,
impedance,[2008.       5.       3.       8.      38.      27.484],24,B0005,222,5343,05343.csv,,0.049865378066600005,0.0732133898164959
discharge,[2008.       5.       3.       9.      10.      19.812],24,B0005,223,5344,05344.csv,1.642653782130131,,
impedance,[2008.       5.       3.      10.       4.      43.296],24,B0005,224,5345,05345.csv,,0.048921290356402275,0.06883931362761586
charge,[2008.       5.       3.      10.      36.      35.781],24,B0005,225,5346,05346.csv,,,
impedance,[2008.       5.       3.      13.      32.      41.671],24,B0005,226,5347,05347.csv,,0.049811932785538866,0.07459618605206403
discharge,[2008.       5.       3.      14.       4.      34.187],24,B0005,227,5348,05348.csv,1.6378578430223698,,
impedance,[2008.       5.       3.      14.      58.      49.093],24,B0005,228,5349,05349.csv,,0.04975125749803476,0.06863892419996058
charge,[2008.      5.      3.     15.     30.     41.64],24,B0005,229,5350,05350.csv,,,
impedance,[2008.       5.       3.      18.      26.      20.765],24,B0005,230,5351,05351.csv,,0.04850673488997184,0.07458309776342148
discharge,[2008.       5.       3.      18.      58.      13.468],24,B0005,231,5352,05352.csv,1.6327350407099108,,
impedance,[2008.       5.       3.      19.      52.      28.578],24,B0005,232,5353,05353.csv,,0.04915918196298162,0.06906734479973246
charge,[2008.       5.       3.      20.      24.      21.312],24,B0005,233,5354,05354.csv,,,
impedance,[2008.      5.      3.     23.     10.     37.25],24,B0005,234,5355,05355.csv,,0.050023074203339506,0.0736638387977965
discharge,[2008.       5.       3.      23.      42.      30.093],24,B0005,235,5356,05356.csv,1.6277528915533617,,
impedance,[2008.       5.       4.       0.      36.      36.703],24,B0005,236,5357,05357.csv,,0.04970808709656559,0.06830006146095657
charge,[2.0080e+03 5.0000e+00 4.0000e+00 1.0000e+00 8.0000e+00 2.9578e+01],24,B0005,237,5358,05358.csv,,,
impedance,[2008.       5.       4.       4.       9.      47.078],24,B0005,238,5359,05359.csv,,0.05020469043786587,0.07371885821597624
discharge,[2008    5    4    4   41   40],24,B0005,239,5360,05360.csv,1.622125485521159,,
impedance,[2008.       5.       4.       5.      35.      36.578],24,B0005,240,5361,05361.csv,,0.048950660803835325,0.06963267386152323
charge,[2008.       5.       4.       6.       7.      29.546],24,B0005,241,5362,05362.csv,,,
impedance,[2008.       5.       4.       9.       8.      18.734],24,B0005,242,5363,05363.csv,,0.04975857340773159,0.07465617760875586
discharge,[2008.       5.       4.       9.      40.      11.906],24,B0005,243,5364,05364.csv,1.6113256603765849,,
impedance,[2008.       5.       4.      10.      34.       8.906],24,B0005,244,5365,05365.csv,,0.049808396255372756,0.06902298762939403
charge,[2008.       5.       4.      11.       6.       2.078],24,B0005,245,5366,05366.csv,,,
impedance,[2008.       5.       4.      14.       6.      20.031],24,B0005,246,5367,05367.csv,,0.04968675503783295,0.07355425821939737
discharge,[2008.       5.       4.      14.      38.      13.359],24,B0005,247,5368,05368.csv,1.6065631397488385,,
impedance,[2.008e+03 5.000e+00 4.000e+00 1.500e+01 3.200e+01 1.953e+00],24,B0005,248,5369,05369.csv,,0.05059411389974348,0.06858328460478416
charge,[2008.       5.       4.      16.       3.      55.281],24,B0005,249,5370,05370.csv,,,
impedance,[2008.       5.       4.      19.       5.      14.343],24,B0005,250,5371,05371.csv,,0.04995005707049774,0.0746229428074614
discharge,[2008.      5.      4.     19.     37.      7.89],24,B0005,251,5372,05372.csv,1.6015142233917594,,
impedance,[2008.       5.       4.      20.      30.      47.687],24,B0005,252,5373,05373.csv,,0.04984421041201089,0.07014070107890119
charge,[2.0080e+03 5.0000e+00 4.0000e+00 2.1000e+01 2.0000e+00 4.1203e+01],24,B0005,253,5374,05374.csv,,,
impedance,[2.008e+03 5.000e+00 5.000e+00 0.000e+00 4.000e+00 2.500e-01],24,B0005,254,5375,05375.csv,,0.050282564251258356,0.07360391142336822
discharge,[2008.       5.       5.       0.      35.      53.968],24,B0005,255,5376,05376.csv,1.590369231400328,,
impedance,[2.0080e+03 5.0000e+00 5.0000e+00 1.0000e+00 2.9000e+01 2.4203e+01],24,B0005,256,5377,05377.csv,,0.05006270229203594,0.06979118038789997
charge,[2.008e+03 5.000e+00 5.000e+00 2.000e+00 1.000e+00 1.789e+01],24,B0005,257,5378,05378.csv,,,
impedance,[2008    5    5    4   56   20],24,B0005,258,5379,05379.csv,,0.04992007781904663,0.074642062777058
discharge,[2008.       5.       5.       5.      28.      13.937],24,B0005,259,5380,05380.csv,1.5857889968242211,,
impedance,[2008.       5.       5.       6.      21.      44.546],24,B0005,260,5381,05381.csv,,0.04921445916482306,0.06990836301107425
charge,[2008.       5.       5.       6.      53.      38.406],24,B0005,261,5382,05382.csv,,,
impedance,[2008.      5.      5.      9.     54.     58.25],24,B0005,262,5383,05383.csv,,0.05007996435013632,0.07547710929281527
discharge,[2008.     5.     5.    11.    41.    31.5],24,B0005,263,5384,05384.csv,1.5849430707374117,,
charge,[2008.       5.       5.      17.      40.      16.687],24,B0005,264,5385,05385.csv,,,
discharge,[2008.       5.       5.      20.      40.       8.562],24,B0005,265,5386,05386.csv,1.5955263892495937,,
impedance,[2008.      5.      5.     21.     33.     38.39],24,B0005,266,5387,05387.csv,,0.054692185026359336,0.07464599360022733
charge,[2008.     5.     5.    22.     5.    32.5],24,B0005,267,5388,05388.csv,,,
impedance,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 5.2015e+01],24,B0005,268,5389,05389.csv,,0.05487320211540928,0.07934403644117197
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,B0005,269,5390,05390.csv,1.5747301747801037,,
impedance,[2.0080e+03 5.0000e+00 6.0000e+00 2.0000e+00 3.1000e+01 5.9093e+01],24,B0005,270,5391,05391.csv,,0.05415675281078651,0.07505843667743599
charge,[2008.      5.      6.      3.      3.     53.39],24,B0005,271,5392,05392.csv,,,
impedance,[2008.       5.       6.       6.       5.      11.921],24,B0005,272,5393,05393.csv,,0.055240499862766274,0.08002359358228964
discharge,[2008.       5.       6.       6.      37.       6.296],24,B0005,273,5394,05394.csv,1.5649019950937946,,
impedance,[2008.       5.       6.       7.      30.      10.578],24,B0005,274,5395,05395.csv,,0.054542809780562286,0.07592379199991395
charge,[2.008e+03 5.000e+00 6.000e+00 8.000e+00 2.000e+00 5.062e+00],24,B0005,275,5396,05396.csv,,,
impedance,[2008.       5.       6.      10.      53.      26.531],24,B0005,276,5397,05397.csv,,0.055080368328742545,0.08045008161921993
discharge,[2008.       5.       6.      11.      25.      21.031],24,B0005,277,5398,05398.csv,1.5597659473370362,,
impedance,[2008.       5.       6.      12.      18.      26.171],24,B0005,278,5399,05399.csv,,0.053398671864258646,0.07562889610038578
charge,[2008.       5.       6.      12.      50.      20.781],24,B0005,279,5400,05400.csv,,,
impedance,[2008.       5.       6.      15.      51.      41.546],24,B0005,280,5401,05401.csv,,0.05484578494342528,0.08099527914390654
discharge,[2008.       5.       6.      16.      23.      36.296],24,B0005,281,5402,05402.csv,1.5594815668184234,,
impedance,[2008.       5.       6.      17.      16.      40.109],24,B0005,282,5403,05403.csv,,0.055453259476974714,0.0748392292244765
charge,[2008.       5.       6.      17.      48.      34.906],24,B0005,283,5404,05404.csv,,,
impedance,[2008.       5.       6.      20.      49.      54.421],24,B0005,284,5405,05405.csv,,0.05808949268604193,0.07900611376190819
discharge,[2008.       5.       6.      21.      21.      49.265],24,B0005,285,5406,05406.csv,1.55468935359061,,
impedance,[2008.       5.       6.      22.      14.      45.453],24,B0005,286,5407,05407.csv,,0.05703849864055661,0.07445419405660497
charge,[2008.       5.       6.      22.      46.      40.375],24,B0005,287,5408,05408.csv,,,
impedance,[2.0080e+03 5.0000e+00 7.0000e+00 1.0000e+00 4.5000e+01 3.0125e+01],24,B0005,288,5409,05409.csv,,0.05639999430512618,0.08181491967012575
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],24,B0005,289,5410,05410.csv,1.5488741079890418,,
impedance,[2008.       5.       7.       3.      10.      20.671],24,B0005,290,5411,05411.csv,,0.056951772502699796,0.07706935596260868
charge,[2008.      5.      7.      3.     42.     15.75],24,B0005,291,5412,05412.csv,,,
impedance,[2008.       5.       7.       6.      32.       6.906],24,B0005,292,5413,05413.csv,,0.057159147914507935,0.08086696623694065
discharge,[2008.       5.       7.       7.       4.       2.109],24,B0005,293,5414,05414.csv,1.538236598942558,,
impedance,[2008.      5.      7.      7.     56.     39.25],24,B0005,294,5415,05415.csv,,0.05595864562729926,0.07609569637070202
charge,[2008.       5.       7.       8.      28.      34.453],24,B0005,295,5416,05416.csv,,,
impedance,[2008.       5.       7.      11.      29.      54.546],24,B0005,296,5417,05417.csv,,0.056998793862942924,0.08250100764416027
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],24,B0005,297,5418,05418.csv,1.527914258251028,,
impedance,[2008.      5.      7.     12.     54.     18.25],24,B0005,298,5419,05419.csv,,0.05699010907560385,0.07648289029638874
charge,[2008.       5.       7.      13.      26.      13.671],24,B0005,299,5420,05420.csv,,,
impedance,[2008.       5.       7.      16.      27.      34.437],24,B0005,300,5421,05421.csv,,0.05791594677751306,0.08175057083151278
discharge,[2008.       5.       7.      16.      59.      29.937],24,B0005,301,5422,05422.csv,1.5285252629756445,,
impedance,[2008.       5.       7.      17.      51.      59.125],24,B0005,302,5423,05423.csv,,0.057000769180639774,0.07741124519885696
charge,[2008.       5.       7.      18.      23.      54.687],24,B0005,303,5424,05424.csv,,,
impedance,[2008    5    7   21   24   14],24,B0005,304,5425,05425.csv,,0.0585831887959693,0.08269416457353587
discharge,[2008.       5.       7.      21.      56.       9.656],24,B0005,305,5426,05426.csv,1.522647325284378,,
impedance,[2008.      5.      7.     22.     48.     38.75],24,B0005,306,5427,05427.csv,,0.05728256542976495,0.07692027721215688
charge,[2008.       5.       7.      23.      20.      34.515],24,B0005,307,5428,05428.csv,,,
impedance,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 2.1000e+01 5.4109e+01],24,B0005,308,5429,05429.csv,,0.05684411239635824,0.082272625759776
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,B0005,309,5430,05430.csv,1.5174859938489869,,
impedance,[2008.       5.       8.       3.      46.       9.968],24,B0005,310,5431,05431.csv,,0.0589529203196688,0.07735170203997428
impedance,[2008.       5.       9.      11.      53.      10.593],24,B0005,311,5432,05432.csv,,0.05667203462955093,0.08291573296417665
discharge,[2008    5    9   12   25    7],24,B0005,312,5433,05433.csv,1.605818899130659,,
impedance,[2008.       5.       9.      13.      19.      35.703],24,B0005,313,5434,05434.csv,,0.058223361510524915,0.07615092115486195
charge,[2008.       5.       9.      17.      26.      51.968],24,B0005,314,5435,05435.csv,,,
discharge,[2008.       5.       9.      20.      28.       9.734],24,B0005,315,5436,05436.csv,1.5638491446744425,,
impedance,[2008.       5.       9.      21.      21.       3.765],24,B0005,316,5437,05437.csv,,0.057798377106990255,0.07518971733166918
charge,[2.008e+03 5.000e+00 9.000e+00 2.100e+01 5.300e+01 2.810e-01],24,B0005,317,5438,05438.csv,,,
impedance,[2008.       5.      10.       0.      49.      59.984],24,B0005,318,5439,05439.csv,,0.05869361561103209,0.08099673983388944
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,B0005,319,5440,05440.csv,1.5480915247767786,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 1.4000e+01 4.2109e+01],24,B0005,320,5441,05441.csv,,0.0581005359089264,0.07604639902387582
charge,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 4.6000e+01 3.8734e+01],24,B0005,321,5442,05442.csv,,,
impedance,[2008.       5.      10.       5.      46.      15.296],24,B0005,322,5443,05443.csv,,0.05687355099054793,0.08079234772463807
discharge,[2008    5   10    6   18   12],24,B0005,323,5444,05444.csv,1.5323755631868592,,
impedance,[2008.       5.      10.       7.      10.      49.593],24,B0005,324,5445,05445.csv,,0.057819391216989646,0.07620792252066097
charge,[2008.       5.      10.       7.      42.      46.312],24,B0005,325,5446,05446.csv,,,
impedance,[2008.       5.      10.      10.      44.       7.859],24,B0005,326,5447,05447.csv,,0.058401226760293384,0.0816166339541188
discharge,[2008.       5.      10.      11.      16.       4.843],24,B0005,327,5448,05448.csv,1.5269528268489705,,
impedance,[2008.       5.      10.      12.       8.      32.875],24,B0005,328,5449,05449.csv,,0.05729597585562558,0.07603115808018222
charge,[2008.      5.     10.     12.     40.     29.89],24,B0005,329,5450,05450.csv,,,
impedance,[2008.      5.     10.     15.     39.     59.14],24,B0005,330,5451,05451.csv,,0.05713926164978321,0.08203042743610463
discharge,[2008.       5.      10.      16.      11.      56.109],24,B0005,331,5452,05452.csv,1.5169573017136326,,
impedance,[2008.       5.      10.      17.       4.      16.015],24,B0005,332,5453,05453.csv,,0.057011915661303356,0.07793753101024108
charge,[2008.       5.      10.      17.      36.      13.062],24,B0005,333,5454,05454.csv,,,
impedance,[2008.       5.      10.      20.      35.      57.437],24,B0005,334,5455,05455.csv,,0.056846750542401,0.08430934905296765
discharge,[2008.       5.      10.      21.       7.      54.625],24,B0005,335,5456,05456.csv,1.5118975960142693,,
impedance,[2008.       5.      10.      22.       0.       5.781],24,B0005,336,5457,05457.csv,,0.05739160457574554,0.07732083011265528
charge,[2008.       5.      10.      22.      32.       2.937],24,B0005,337,5458,05458.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 1.0000e+00 3.3000e+01 2.4437e+01],24,B0005,338,5459,05459.csv,,0.05971458306876328,0.08128077873787101
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,B0005,339,5460,05460.csv,1.5065638960681105,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.7000e+01 3.2984e+01],24,B0005,340,5461,05461.csv,,0.05669401159445664,0.07756322518442982
charge,[2008.       5.      11.       3.      29.      30.359],24,B0005,341,5462,05462.csv,,,
impedance,[2008.      5.     11.      6.     23.     30.25],24,B0005,342,5463,05463.csv,,0.057876489486257204,0.0827621596207595
discharge,[2008.       5.      11.       6.      55.      27.734],24,B0005,343,5464,05464.csv,1.5015453526671363,,
impedance,[2008.       5.      11.       7.      47.      30.468],24,B0005,344,5465,05465.csv,,0.05711363659055292,0.07889973426640497
charge,[2008.       5.      11.       8.      19.      27.953],24,B0005,345,5466,05466.csv,,,
impedance,[2008.       5.      11.      11.      20.      49.578],24,B0005,346,5467,05467.csv,,0.057106052592570886,0.08389339159553517
discharge,[2008.       5.      11.      11.      52.      47.187],24,B0005,347,5468,05468.csv,1.4908444050400238,,
impedance,[2008.       5.      11.      12.      44.      40.703],24,B0005,348,5469,05469.csv,,0.058410674041032944,0.07787942798165798
charge,[2008.      5.     11.     13.     16.     38.64],24,B0005,349,5470,05470.csv,,,
impedance,[2.008e+03 5.000e+00 1.100e+01 1.600e+01 1.800e+01 8.120e-01],24,B0005,350,5471,05471.csv,,0.05832440115222774,0.0823356083860003
discharge,[2008.       5.      11.      16.      49.      58.921],24,B0005,351,5472,05472.csv,1.485868384561201,,
impedance,[2008.       5.      11.      17.      41.      53.265],24,B0005,352,5473,05473.csv,,0.057206589538471034,0.07814181670188959
charge,[2008.       5.      11.      18.      13.      51.109],24,B0005,353,5474,05474.csv,,,
impedance,[2008.       5.      11.      21.      15.      14.843],24,B0005,354,5475,05475.csv,,0.05853988727737317,0.08259957408588693
discharge,[2008.       5.      11.      21.      47.      12.843],24,B0005,355,5476,05476.csv,1.480413677976106,,
impedance,[2008.       5.      11.      22.      38.      57.843],24,B0005,356,5477,05477.csv,,0.0568695950036647,0.07851971117292988
charge,[2008.       5.      11.      23.      10.      55.875],24,B0005,357,5478,05478.csv,,,
impedance,[2.008e+03 5.000e+00 1.200e+01 2.000e+00 5.000e+00 7.030e-01],24,B0005,358,5479,05479.csv,,0.057610002271573896,0.08361769407052744
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,B0005,359,5480,05480.csv,1.4752095869031632,,
impedance,[2008.       5.      12.       3.      28.      34.484],24,B0005,360,5481,05481.csv,,0.05758927754908643,0.07858483851402417
charge,[2008.       5.      12.       4.       0.      32.718],24,B0005,361,5482,05482.csv,,,
impedance,[2008.       5.      12.      12.      24.      36.453],24,B0005,362,5483,05483.csv,,0.05687744083786221,0.08453629957179691
discharge,[2008.       5.      12.      12.      56.      34.781],24,B0005,363,5484,05484.csv,1.4859035988304024,,
impedance,[2008.      5.     12.     13.     48.     19.89],24,B0005,364,5485,05485.csv,,0.05841225795718409,0.07816622903600336
charge,[2008.      5.     12.     16.     11.     11.14],24,B0005,365,5486,05486.csv,,,
discharge,[2008.       5.      12.      18.      59.      59.453],24,B0005,366,5487,05487.csv,1.4960918298136696,,
